num_conversacion,cliente_csv,contacto,fecha_inicio_gestion,canal,agente,tipificacion,es_venta,tipo,direccion,remitente,contenido,hora,url
1003,Carmen Ruiz,+528193680114,19/05/2026 a las 05:17 pm,WhatsApp,María López,Interesado,Si,mensaje,entrante,Carmen Ruiz,¿Me puedes agendar una cita?,23/05/2026 a las 08:05 am,https://atom.fi/conv/1003
1004,Sofía Ramírez,+524036610734,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,entrante,Sofía Ramírez,Me interesa información,29/05/2026 a las 06:17 am,https://atom.fi/conv/1004
1004,Sofía Ramírez,+521047051439,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",29/05/2026 a las 09:37 am,https://atom.fi/conv/1004
1004,Sofía Ramírez,+523185560420,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,entrante,Sofía Ramírez,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",29/05/2026 a las 07:37 pm,https://atom.fi/conv/1004
1004,Sofía Ramírez,+522648201399,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",29/05/2026 a las 10:07 am,https://atom.fi/conv/1004
1005,Gabriela Luna,+526099446279,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Gabriela Luna,Me interesa información,26/05/2026 a las 01:34 am,https://atom.fi/conv/1005
1005,Gabriela Luna,+523478023641,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",26/05/2026 a las 04:54 am,https://atom.fi/conv/1005
1005,Gabriela Luna,+521628605420,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"No te estreses, todavía eres joven y todo va a estar bien.",26/05/2026 a las 04:56 am,https://atom.fi/conv/1005
1005,Gabriela Luna,+527916328276,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Gabriela Luna,¿Y cuánto cuesta la FIV / in vitro?,26/05/2026 a las 04:59 am,https://atom.fi/conv/1005
1005,Gabriela Luna,+528861033459,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",26/05/2026 a las 05:01 am,https://atom.fi/conv/1005
1005,Gabriela Luna,+523734122106,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Gabriela Luna,¿Me puedes agendar una cita?,26/05/2026 a las 05:24 am,https://atom.fi/conv/1005
1006,Carmen Ruiz,+529016666708,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,No,mensaje,entrante,Carmen Ruiz,Me interesa información,31/05/2026 a las 06:56 am,https://atom.fi/conv/1006
1006,Carmen Ruiz,+525956973457,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,No,mensaje,saliente,María López,"Hola, la consulta cuesta $1,200 pesos.",31/05/2026 a las 07:21 am,https://atom.fi/conv/1006
1006,Carmen Ruiz,+521815187656,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,No,mensaje,entrante,Carmen Ruiz,¿Y cuánto cuesta la FIV / in vitro?,31/05/2026 a las 07:26 am,https://atom.fi/conv/1006
1006,Carmen Ruiz,+529375769727,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,No,mensaje,saliente,María López,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",31/05/2026 a las 07:28 am,https://atom.fi/conv/1006
1006,Carmen Ruiz,+522810144999,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,No,mensaje,saliente,María López,"Quedo atenta, con gusto te agendo cuando gustes.",31/05/2026 a las 07:51 am,https://atom.fi/conv/1006
1007,Sofía Ramírez,+521295391205,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,entrante,Sofía Ramírez,Quiero saber sobre tratamientos,21/05/2026 a las 09:33 am,https://atom.fi/conv/1007
1007,Sofía Ramírez,+526275922107,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,saliente,María López,"Hola, claro que sí, te comparto la información.",21/05/2026 a las 09:43 am,https://atom.fi/conv/1007
1007,Sofía Ramírez,+521071188213,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,entrante,Sofía Ramírez,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",21/05/2026 a las 07:43 pm,https://atom.fi/conv/1007
1007,Sofía Ramírez,+522914290650,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,saliente,María López,"Una disculpa por la demora, lamento la espera, déjame ayudarte de inmediato.",21/05/2026 a las 08:03 pm,https://atom.fi/conv/1007
1007,Sofía Ramírez,+526051971519,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,entrante,Sofía Ramírez,¿Me puedes agendar una cita?,21/05/2026 a las 10:13 am,https://atom.fi/conv/1007
1008,Valeria Cano,+523533496572,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Seguimiento,No,mensaje,entrante,Valeria Cano,Me interesa información,07/06/2026 a las 03:22 am,https://atom.fi/conv/1008
1008,Valeria Cano,+524966777545,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Seguimiento,No,mensaje,saliente,Ana García,"Hola, la consulta cuesta $1,200 pesos.",07/06/2026 a las 03:34 am,https://atom.fi/conv/1008
1008,Valeria Cano,+525616375417,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Seguimiento,No,mensaje,entrante,Valeria Cano,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",07/06/2026 a las 03:44 am,https://atom.fi/conv/1008
1008,Valeria Cano,+526630972959,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Seguimiento,No,mensaje,saliente,Ana García,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",07/06/2026 a las 03:46 am,https://atom.fi/conv/1008
1008,Valeria Cano,+521311093322,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Seguimiento,No,mensaje,entrante,Valeria Cano,¿Me puedes agendar una cita?,07/06/2026 a las 04:04 am,https://atom.fi/conv/1008
1009,Valeria Cano,+529954692509,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,No,mensaje,entrante,Valeria Cano,¿Qué precio tiene la consulta?,31/05/2026 a las 02:14 am,https://atom.fi/conv/1009
1009,Valeria Cano,+528977023779,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,No,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",31/05/2026 a las 03:14 am,https://atom.fi/conv/1009
1009,Valeria Cano,+529652351334,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,No,mensaje,saliente,Luis Torres,"La tasa de éxito es muy alta, te garantizo que vas a quedar embarazada.",31/05/2026 a las 03:17 am,https://atom.fi/conv/1009
1009,Valeria Cano,+521310307518,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Pendiente Respuesta,No,mensaje,entrante,Valeria Cano,¿Me puedes agendar una cita?,31/05/2026 a las 03:44 am,https://atom.fi/conv/1009
1010,Fernanda Gil,+527186997000,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,entrante,Fernanda Gil,Quiero saber sobre tratamientos,23/05/2026 a las 06:13 am,https://atom.fi/conv/1010
1010,Fernanda Gil,+529949776499,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,saliente,María López,"Hola, la consulta cuesta $1,200 pesos.",23/05/2026 a las 06:21 am,https://atom.fi/conv/1010
1010,Fernanda Gil,+523582500561,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,saliente,María López,"La tasa de éxito es muy alta, te garantizo que vas a quedar embarazada.",23/05/2026 a las 06:24 am,https://atom.fi/conv/1010
1010,Fernanda Gil,+523999324637,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,entrante,Fernanda Gil,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",23/05/2026 a las 04:21 pm,https://atom.fi/conv/1010
1010,Fernanda Gil,+529248331254,19/05/2026 a las 05:17 pm,WhatsApp,María López,Seguimiento,Si,mensaje,saliente,María López,"Quedo atenta, con gusto te agendo cuando gustes.",23/05/2026 a las 06:51 am,https://atom.fi/conv/1010
1011,Laura Méndez,+526332131908,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Laura Méndez,Quiero saber sobre tratamientos,31/05/2026 a las 05:26 am,https://atom.fi/conv/1011
1011,Laura Méndez,+522076315812,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",31/05/2026 a las 05:29 am,https://atom.fi/conv/1011
1011,Laura Méndez,+526214903295,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Laura Méndez,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",31/05/2026 a las 03:29 pm,https://atom.fi/conv/1011
1011,Laura Méndez,+529249787798,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,saliente,Ana García,"Una disculpa por la demora, lamento la espera, déjame ayudarte de inmediato.",31/05/2026 a las 03:49 pm,https://atom.fi/conv/1011
1011,Laura Méndez,+525872866900,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Pendiente Respuesta,No,mensaje,entrante,Laura Méndez,¿Me puedes agendar una cita?,31/05/2026 a las 05:59 am,https://atom.fi/conv/1011
1012,Laura Méndez,+527528244275,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,entrante,Laura Méndez,Quiero saber sobre tratamientos,22/05/2026 a las 06:09 am,https://atom.fi/conv/1012
1012,Laura Méndez,+528181817969,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,saliente,Ana García,"Hola, claro que sí, te comparto la información.",22/05/2026 a las 06:19 am,https://atom.fi/conv/1012
1012,Laura Méndez,+523609426917,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Cerrado,No,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",22/05/2026 a las 06:49 am,https://atom.fi/conv/1012
1013,Carmen Ruiz,+521815693720,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Carmen Ruiz,Quiero saber sobre tratamientos,31/05/2026 a las 05:58 am,https://atom.fi/conv/1013
1013,Carmen Ruiz,+522144232976,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",31/05/2026 a las 05:59 am,https://atom.fi/conv/1013
1013,Carmen Ruiz,+529924806288,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Carmen Ruiz,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",31/05/2026 a las 06:09 am,https://atom.fi/conv/1013
1013,Carmen Ruiz,+528833323720,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,saliente,Ana García,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",31/05/2026 a las 06:11 am,https://atom.fi/conv/1013
1013,Carmen Ruiz,+524067564081,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Información,No,mensaje,entrante,Carmen Ruiz,¿Me puedes agendar una cita?,31/05/2026 a las 06:29 am,https://atom.fi/conv/1013
1014,Valeria Cano,+524892258233,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Seguimiento,No,mensaje,entrante,Valeria Cano,Me interesa información,21/05/2026 a las 03:31 am,https://atom.fi/conv/1014
1014,Valeria Cano,+525669529932,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Seguimiento,No,mensaje,saliente,Luis Torres,"Hola, claro que sí, te comparto la información.",21/05/2026 a las 03:36 am,https://atom.fi/conv/1014
1014,Valeria Cano,+522947922965,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Seguimiento,No,mensaje,entrante,Valeria Cano,¿Y cuánto cuesta la FIV / in vitro?,21/05/2026 a las 03:41 am,https://atom.fi/conv/1014
1014,Valeria Cano,+524908271486,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Seguimiento,No,mensaje,saliente,Luis Torres,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",21/05/2026 a las 03:43 am,https://atom.fi/conv/1014
1014,Valeria Cano,+529350524568,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Seguimiento,No,mensaje,entrante,Valeria Cano,"Gracias, lo reviso.",21/05/2026 a las 04:06 am,https://atom.fi/conv/1014
1015,Mariana Silva,+529299035503,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,Me interesa información,26/05/2026 a las 03:03 am,https://atom.fi/conv/1015
1015,Mariana Silva,+525362175228,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",26/05/2026 a las 06:23 am,https://atom.fi/conv/1015
1015,Mariana Silva,+526477186221,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,saliente,Luis Torres,"La tasa de éxito es muy alta, te garantizo que vas a quedar embarazada.",26/05/2026 a las 06:26 am,https://atom.fi/conv/1015
1015,Mariana Silva,+524726094345,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",26/05/2026 a las 04:23 pm,https://atom.fi/conv/1015
1015,Mariana Silva,+527584708714,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,No,mensaje,entrante,Mariana Silva,¿Me puedes agendar una cita?,26/05/2026 a las 06:53 am,https://atom.fi/conv/1015
1016,Renata Díaz,+523959503530,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,No,mensaje,entrante,Renata Díaz,Quiero saber sobre tratamientos,24/05/2026 a las 10:14 am,https://atom.fi/conv/1016
1016,Renata Díaz,+524254894488,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,No,mensaje,saliente,Carlos Ruiz,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",24/05/2026 a las 01:34 pm,https://atom.fi/conv/1016
1016,Renata Díaz,+526396683916,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Información,No,mensaje,entrante,Renata Díaz,¿Me puedes agendar una cita?,24/05/2026 a las 02:04 pm,https://atom.fi/conv/1016
1017,Carmen Ruiz,+523301688781,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,No,mensaje,entrante,Carmen Ruiz,Quiero saber sobre tratamientos,26/05/2026 a las 06:11 am,https://atom.fi/conv/1017
1017,Carmen Ruiz,+523161116338,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,No,mensaje,saliente,Luis Torres,"Hola, claro que sí, te comparto la información.",26/05/2026 a las 06:16 am,https://atom.fi/conv/1017
1017,Carmen Ruiz,+525163562193,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,No,mensaje,saliente,Luis Torres,"La tasa de éxito es muy alta, te garantizo que vas a quedar embarazada.",26/05/2026 a las 06:19 am,https://atom.fi/conv/1017
1017,Carmen Ruiz,+523417494046,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,No,mensaje,saliente,Luis Torres,"Quedo atenta, con gusto te agendo cuando gustes.",26/05/2026 a las 06:46 am,https://atom.fi/conv/1017
1018,Sofía Ramírez,+526352720937,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,entrante,Sofía Ramírez,¿Qué precio tiene la consulta?,25/05/2026 a las 03:16 am,https://atom.fi/conv/1018
1018,Sofía Ramírez,+523117575944,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,saliente,Luis Torres,"Hola, la consulta cuesta $1,200 pesos.",25/05/2026 a las 03:28 am,https://atom.fi/conv/1018
1018,Sofía Ramírez,+521466492059,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Información,No,mensaje,entrante,Sofía Ramírez,"Gracias, lo reviso.",25/05/2026 a las 03:58 am,https://atom.fi/conv/1018
1019,Carmen Ruiz,+529640755789,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,Si,mensaje,entrante,Carmen Ruiz,Me interesa información,20/05/2026 a las 05:25 am,https://atom.fi/conv/1019
1019,Carmen Ruiz,+526515085994,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,Si,mensaje,saliente,Luis Torres,"¡Hola! Con gusto te ayudo. Nuestra consulta de valoración con especialista incluye ultrasonido y evaluación de reserva ovárica. Tiene un costo de $1,200.",20/05/2026 a las 05:26 am,https://atom.fi/conv/1019
1019,Carmen Ruiz,+527972990819,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Cerrado,Si,mensaje,entrante,Carmen Ruiz,"Gracias, lo reviso.",20/05/2026 a las 05:56 am,https://atom.fi/conv/1019
1020,Lucía Mora,+523311481028,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,No,mensaje,entrante,Lucía Mora,Me interesa información,05/06/2026 a las 07:18 am,https://atom.fi/conv/1020
1020,Lucía Mora,+521586115712,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,No,mensaje,saliente,Carlos Ruiz,"Hola, la consulta cuesta $1,200 pesos.",05/06/2026 a las 07:30 am,https://atom.fi/conv/1020
1020,Lucía Mora,+527885380186,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,No,mensaje,entrante,Lucía Mora,"Llevo esperando respuesta desde ayer, pésima atención la verdad.",05/06/2026 a las 05:30 pm,https://atom.fi/conv/1020
1020,Lucía Mora,+521416018169,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Seguimiento,No,mensaje,entrante,Lucía Mora,¿Me puedes agendar una cita?,05/06/2026 a las 08:00 am,https://atom.fi/conv/1020
1021,Daniela Cruz,+521076272943,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Daniela Cruz,Me interesa información,22/05/2026 a las 05:41 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+528225780556,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,saliente,Carlos Ruiz,"Hola, claro que sí, te comparto la información.",22/05/2026 a las 05:51 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+528551215786,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Daniela Cruz,¿Y cuánto cuesta la FIV / in vitro?,22/05/2026 a las 05:56 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+525597986382,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,saliente,Carlos Ruiz,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",22/05/2026 a las 05:58 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+527737696348,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Daniela Cruz,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",22/05/2026 a las 06:01 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+521792577364,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,saliente,Carlos Ruiz,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",22/05/2026 a las 06:03 am,https://atom.fi/conv/1021
1021,Daniela Cruz,+524608692897,19/05/2026 a las 05:17 pm,WhatsApp,Carlos Ruiz,Cerrado,No,mensaje,entrante,Daniela Cruz,¿Me puedes agendar una cita?,22/05/2026 a las 06:21 am,https://atom.fi/conv/1021
1022,Fernanda Gil,+526973802887,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Interesado,Si,mensaje,entrante,Fernanda Gil,¿Qué precio tiene la consulta?,23/05/2026 a las 10:20 am,https://atom.fi/conv/1022
1022,Fernanda Gil,+526817834696,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Interesado,Si,mensaje,saliente,Ana García,"Hola, claro que sí, te comparto la información.",23/05/2026 a las 10:30 am,https://atom.fi/conv/1022
1022,Fernanda Gil,+521860157271,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Interesado,Si,mensaje,entrante,Fernanda Gil,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",23/05/2026 a las 10:40 am,https://atom.fi/conv/1022
1022,Fernanda Gil,+526884937777,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Interesado,Si,mensaje,saliente,Ana García,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",23/05/2026 a las 10:42 am,https://atom.fi/conv/1022
1022,Fernanda Gil,+523597906609,19/05/2026 a las 05:17 pm,WhatsApp,Ana García,Interesado,Si,mensaje,saliente,Ana García,"Quedo atenta, con gusto te agendo cuando gustes.",23/05/2026 a las 11:00 am,https://atom.fi/conv/1022
1023,Valeria Cano,+526404203786,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,No,mensaje,entrante,Valeria Cano,¿Qué precio tiene la consulta?,20/05/2026 a las 07:14 am,https://atom.fi/conv/1023
1023,Valeria Cano,+524913999527,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,No,mensaje,saliente,María López,"Hola, claro que sí, te comparto la información.",20/05/2026 a las 07:24 am,https://atom.fi/conv/1023
1023,Valeria Cano,+528279105330,19/05/2026 a las 05:17 pm,WhatsApp,María López,Cerrado,No,mensaje,saliente,María López,"Quedo atenta, con gusto te agendo cuando gustes.",20/05/2026 a las 07:54 am,https://atom.fi/conv/1023
1024,Daniela Cruz,+529109105126,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Daniela Cruz,"Hola, vi su publicación",01/06/2026 a las 05:03 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+521212900728,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"Hola, claro que sí, te comparto la información.",01/06/2026 a las 05:08 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+525624966672,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Daniela Cruz,¿Y cuánto cuesta la FIV / in vitro?,01/06/2026 a las 05:13 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+523469233215,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"El tratamiento de FIV tiene un costo de $95,000 que incluye laboratorio y medicamentos.",01/06/2026 a las 05:15 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+526313008038,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,entrante,Daniela Cruz,"Llevamos años intentando y me siento muy frustrada, no he podido embarazarme.",01/06/2026 a las 05:18 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+523167933244,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"Te entiendo, lamento mucho lo que estás viviendo, estamos contigo en este proceso.",01/06/2026 a las 05:20 am,https://atom.fi/conv/1024
1024,Daniela Cruz,+528078147280,19/05/2026 a las 05:17 pm,WhatsApp,Luis Torres,Interesado,Si,mensaje,saliente,Luis Torres,"Quedo atenta, con gusto te agendo cuando gustes.",01/06/2026 a las 05:38 am,https://atom.fi/conv/1024
